claim_id,sentiment_incident,sentiment_adjuster,sentiment_email,combined_sentiment,trigger_score,trigger_count,triggers_found,email_trigger_score,adjuster_negative_tone,nlp_risk_score
CLM-2024-10267,-1.0,-1.0,-1.0,-1.0,19,8,attorney; litigation; sue; my attorney; demand; bad faith; escalate; dispute,13,1,100.0
CLM-2024-10268,0.0,0.0,0.0,0.0,14,5,attorney; litigation; legal action; my attorney; demand,9,0,100.0
CLM-2022-10269,0.0,0.0,-1.0,-0.45,7,4,attorney; escalate; dispute; independent appraisal,4,0,66.5
CLM-2022-10270,0.0,0.0,-1.0,-0.45,7,4,doi complaint; escalate; dispute; independent appraisal,4,0,66.5
CLM-2024-10271,0.0,-1.0,1.0,0.15,2,1,attorney,0,1,26.5
CLM-2023-10272,-1.0,0.0,-1.0,-0.7,20,9,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; dispute,14,0,100.0
CLM-2023-10273,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2024-10274,-1.0,-1.0,-1.0,-1.0,12,5,attorney; litigation; demand; bad faith; escalate,8,1,100.0
CLM-2022-10275,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10276,-1.0,0.0,-1.0,-0.7,15,7,attorney; legal action; my attorney; unacceptable; bad faith; news; dispute,14,0,100.0
CLM-2022-10277,0.0,0.0,1.0,0.45,1,2,dispute; independent appraisal,0,0,9.5
CLM-2024-10278,0.0,0.0,-1.0,-0.45,5,3,attorney; escalate; dispute,0,0,34.5
CLM-2023-10279,0.0,0.0,0.0,0.0,0,1,dispute,0,0,10.0
CLM-2022-10280,0.0,0.0,0.0,0.0,13,5,attorney; litigation; legal action; my attorney; dispute,9,0,100.0
CLM-2022-10281,1.0,0.0,0.0,0.25,0,1,dispute,0,0,7.5
CLM-2023-10282,0.0,-1.0,-1.0,-0.75,14,6,attorney; litigation; doi complaint; demand; bad faith; unreasonable,8,1,100.0
CLM-2022-10283,0.0,-1.0,-1.0,-0.75,18,8,attorney; litigation; my attorney; doi complaint; demand; bad faith; unreasonable; dispute,13,1,100.0
CLM-2022-10284,0.0,0.0,-1.0,-0.45,4,3,escalate; dispute; independent appraisal,4,0,54.5
CLM-2023-10285,1.0,1.0,1.0,1.0,0,1,dispute,0,0,0.0
CLM-2022-10286,0.0,0.0,1.0,0.45,3,3,no response; dispute; independent appraisal,1,0,23.5
CLM-2024-10287,0.0,0.0,-1.0,-0.45,18,8,attorney; litigation; legal action; my attorney; unacceptable; bad faith; news; dispute,14,0,100.0
CLM-2023-10288,-1.0,-1.0,-1.0,-1.0,22,10,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; escalate; dispute,14,1,100.0
CLM-2022-10289,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10290,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2024-10291,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2024-10292,0.0,0.0,1.0,0.45,3,3,no response; dispute; independent appraisal,1,0,23.5
CLM-2022-10293,0.0,0.0,-1.0,-0.45,7,4,doi complaint; escalate; dispute; independent appraisal,4,0,66.5
CLM-2024-10294,0.0,0.0,0.0,0.0,13,5,attorney; litigation; sue; my attorney; dispute,9,0,100.0
CLM-2022-10295,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10296,-1.0,0.0,-1.0,-0.7,15,7,attorney; legal action; my attorney; unacceptable; bad faith; news; dispute,14,0,100.0
CLM-2022-10297,-1.0,-1.0,-1.0,-1.0,16,7,attorney; litigation; my attorney; demand; bad faith; escalate; dispute,13,1,100.0
CLM-2024-10298,1.0,0.0,0.0,0.25,0,1,dispute,0,0,7.5
CLM-2023-10299,-1.0,-1.0,1.0,-0.1,3,2,attorney; fraud,0,1,33.0
CLM-2024-10300,0.0,0.0,-1.0,-0.45,0,0,,0,0,14.5
CLM-2022-10301,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10302,1.0,0.0,0.0,0.25,0,1,dispute,0,0,7.5
CLM-2023-10303,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10304,0.0,0.0,-1.0,-0.45,13,5,attorney; litigation; my attorney; demand; bad faith,13,0,100.0
CLM-2024-10305,-1.0,-1.0,-1.0,-1.0,21,9,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; escalate,14,1,100.0
CLM-2023-10306,-1.0,0.0,0.0,-0.25,14,5,attorney; litigation; sue; my attorney; demand,9,0,100.0
CLM-2023-10307,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10308,0.0,0.0,1.0,0.45,0,2,dispute; independent appraisal,0,0,5.5
CLM-2024-10309,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10310,0.0,0.0,-1.0,-0.45,13,5,attorney; litigation; my attorney; demand; bad faith,13,0,100.0
CLM-2023-10311,-1.0,0.0,-1.0,-0.7,9,4,attorney; litigation; demand; dispute,8,0,100.0
CLM-2024-10312,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2023-10313,-1.0,0.0,0.0,-0.25,14,5,attorney; litigation; legal action; my attorney; demand,9,0,100.0
CLM-2023-10314,0.0,0.0,0.0,0.0,10,4,attorney; sue; my attorney; dispute,9,0,100.0
CLM-2023-10315,-1.0,0.0,-1.0,-0.7,9,5,attorney; fraud; escalate; dispute; independent appraisal,4,0,77.0
CLM-2024-10316,0.0,0.0,-1.0,-0.45,13,5,attorney; litigation; my attorney; demand; bad faith,13,0,100.0
CLM-2022-10317,0.0,0.0,0.0,0.0,13,5,attorney; litigation; sue; my attorney; dispute,9,0,100.0
CLM-2024-10318,0.0,0.0,1.0,0.45,0,2,dispute; independent appraisal,0,0,5.5
CLM-2022-10319,0.0,0.0,-1.0,-0.45,4,3,escalate; dispute; independent appraisal,4,0,54.5
CLM-2023-10320,-1.0,0.0,-1.0,-0.7,3,3,fraud; dispute; independent appraisal,0,0,29.0
CLM-2022-10321,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10322,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2023-10323,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2022-10324,0.0,1.0,1.0,0.75,1,1,dispute,0,0,6.5
CLM-2022-10325,0.0,0.0,0.0,0.0,10,4,attorney; legal action; my attorney; dispute,9,0,100.0
CLM-2022-10326,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2024-10327,-1.0,0.0,-1.0,-0.7,9,5,doi complaint; fraud; escalate; dispute; independent appraisal,4,0,77.0
CLM-2024-10328,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10329,0.0,-1.0,-1.0,-0.75,21,9,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; escalate,14,1,100.0
CLM-2023-10330,-1.0,-1.0,-1.0,-1.0,17,7,attorney; litigation; my attorney; doi complaint; demand; bad faith; unreasonable,13,1,100.0
CLM-2022-10331,-1.0,0.0,0.0,-0.25,13,5,attorney; litigation; legal action; my attorney; dispute,9,0,100.0
CLM-2022-10332,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10333,0.0,0.0,1.0,0.45,3,2,doi complaint; dispute,0,0,17.5
CLM-2023-10334,-1.0,0.0,-1.0,-0.7,5,3,doi complaint; fraud; dispute,0,0,37.0
CLM-2024-10335,-1.0,0.0,0.0,-0.25,14,5,attorney; litigation; legal action; my attorney; demand,9,0,100.0
CLM-2022-10336,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2023-10337,-1.0,-1.0,-1.0,-1.0,12,5,attorney; litigation; demand; bad faith; escalate,8,1,100.0
CLM-2023-10338,0.0,-1.0,0.0,-0.3,19,8,attorney; litigation; sue; my attorney; demand; bad faith; escalate; dispute,9,1,100.0
CLM-2022-10339,0.0,0.0,1.0,0.45,5,3,attorney; escalate; dispute,0,0,25.5
CLM-2022-10340,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10341,1.0,1.0,1.0,1.0,0,1,dispute,0,0,0.0
CLM-2023-10342,0.0,-1.0,-1.0,-0.75,21,9,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; escalate,14,1,100.0
CLM-2023-10343,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2024-10344,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2022-10345,0.0,0.0,0.0,0.0,0,1,dispute,0,0,10.0
CLM-2022-10346,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10347,0.0,0.0,0.0,0.0,0,0,,0,0,10.0
CLM-2022-10348,0.0,0.0,-1.0,-0.45,9,4,attorney; litigation; demand; dispute,8,0,98.5
CLM-2022-10349,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2024-10350,0.0,-1.0,-1.0,-0.75,18,8,attorney; legal action; my attorney; doi complaint; unacceptable; bad faith; news; unreasonable,14,1,100.0
CLM-2023-10351,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2024-10352,-1.0,-1.0,0.0,-0.55,15,6,attorney; sue; my attorney; doi complaint; bad faith; unreasonable,9,1,100.0
CLM-2022-10353,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10354,-1.0,0.0,1.0,0.2,5,3,attorney; fraud; escalate,0,0,28.0
CLM-2024-10355,0.0,0.0,-1.0,-0.45,22,9,attorney; litigation; legal action; sue; my attorney; unacceptable; demand; bad faith; news,14,0,100.0
CLM-2024-10356,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2023-10357,0.0,0.0,-1.0,-0.45,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2022-10358,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2023-10359,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2023-10360,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10361,0.0,0.0,1.0,0.45,5,3,attorney; escalate; dispute,0,0,25.5
CLM-2022-10362,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2024-10363,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10364,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2022-10365,0.0,0.0,1.0,0.45,3,3,no response; dispute; independent appraisal,1,0,23.5
CLM-2022-10366,0.0,-1.0,-1.0,-0.75,15,6,attorney; litigation; my attorney; demand; bad faith; escalate,13,1,100.0
CLM-2022-10367,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2024-10368,0.0,0.0,-1.0,-0.45,13,5,attorney; litigation; my attorney; demand; bad faith,13,0,100.0
CLM-2023-10369,0.0,0.0,1.0,0.45,5,3,doi complaint; no response; dispute,1,0,31.5
CLM-2022-10370,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2024-10371,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2023-10372,0.0,0.0,-1.0,-0.45,0,1,dispute,0,0,14.5
CLM-2024-10373,0.0,-1.0,1.0,0.15,5,3,attorney; no response; dispute,1,1,44.5
CLM-2023-10374,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2024-10375,0.0,0.0,-1.0,-0.45,7,4,doi complaint; escalate; dispute; independent appraisal,4,0,66.5
CLM-2023-10376,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2024-10377,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2022-10378,0.0,0.0,-1.0,-0.45,23,10,attorney; litigation; legal action; sue; my attorney; unacceptable; demand; bad faith; news; dispute,14,0,100.0
CLM-2022-10379,0.0,-1.0,0.0,-0.3,16,7,attorney; sue; my attorney; doi complaint; bad faith; unreasonable; dispute,9,1,100.0
CLM-2022-10380,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2022-10381,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2023-10382,-1.0,-1.0,-1.0,-1.0,4,2,attorney; fraud,0,1,46.0
CLM-2022-10383,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10384,0.0,0.0,-1.0,-0.45,9,4,attorney; litigation; demand; dispute,8,0,98.5
CLM-2024-10385,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2022-10386,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2024-10387,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2022-10388,0.0,-1.0,-1.0,-0.75,18,8,attorney; legal action; my attorney; doi complaint; unacceptable; bad faith; news; unreasonable,14,1,100.0
CLM-2023-10389,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10390,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2024-10391,1.0,0.0,0.0,0.25,0,1,dispute,0,0,7.5
CLM-2024-10392,0.0,0.0,-1.0,-0.45,19,8,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news,14,0,100.0
CLM-2023-10393,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2022-10394,0.0,-1.0,-1.0,-0.75,15,6,attorney; litigation; my attorney; demand; bad faith; escalate,13,1,100.0
CLM-2022-10395,-1.0,-1.0,1.0,-0.1,4,2,attorney; fraud,0,1,37.0
CLM-2023-10396,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10397,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10398,0.0,0.0,-1.0,-0.45,18,8,attorney; litigation; legal action; my attorney; unacceptable; bad faith; news; dispute,14,0,100.0
CLM-2023-10399,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10400,1.0,1.0,1.0,1.0,0,1,dispute,0,0,0.0
CLM-2022-10401,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10402,0.0,-1.0,-1.0,-0.75,21,9,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; escalate,14,1,100.0
CLM-2023-10403,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10404,0.0,0.0,0.0,0.0,16,6,attorney; litigation; legal action; sue; my attorney; dispute,9,0,100.0
CLM-2023-10405,0.0,0.0,1.0,0.45,3,3,no response; dispute; independent appraisal,1,0,23.5
CLM-2024-10406,0.0,0.0,0.0,0.0,16,6,attorney; litigation; legal action; sue; my attorney; dispute,9,0,100.0
CLM-2023-10407,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2024-10408,1.0,1.0,1.0,1.0,0,1,dispute,0,0,0.0
CLM-2024-10409,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2023-10410,0.0,0.0,0.0,0.0,14,5,attorney; litigation; legal action; my attorney; demand,9,0,100.0
CLM-2024-10411,0.0,0.0,-1.0,-0.45,9,4,attorney; litigation; demand; dispute,8,0,98.5
CLM-2023-10412,0.0,0.0,1.0,0.45,5,3,doi complaint; no response; dispute,1,0,31.5
CLM-2024-10413,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2023-10414,0.0,0.0,-1.0,-0.45,0,1,dispute,0,0,14.5
CLM-2023-10415,0.0,0.0,-1.0,-0.45,7,4,attorney; escalate; dispute; independent appraisal,4,0,66.5
CLM-2023-10416,0.0,0.0,1.0,0.45,6,3,attorney; escalate; no response,1,0,35.5
CLM-2023-10417,0.0,-1.0,-1.0,-0.75,18,8,attorney; legal action; my attorney; doi complaint; unacceptable; bad faith; news; unreasonable,14,1,100.0
CLM-2023-10418,0.0,0.0,1.0,0.45,4,3,attorney; escalate; dispute,0,0,21.5
CLM-2023-10419,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2023-10420,0.0,-1.0,-1.0,-0.75,17,7,attorney; litigation; my attorney; doi complaint; demand; bad faith; unreasonable,13,1,100.0
CLM-2023-10421,-1.0,0.0,-1.0,-0.7,9,4,attorney; litigation; demand; dispute,8,0,100.0
CLM-2024-10422,0.0,0.0,0.0,0.0,0,0,,0,0,10.0
CLM-2023-10423,0.0,-1.0,-1.0,-0.75,12,5,attorney; litigation; demand; bad faith; escalate,8,1,100.0
CLM-2023-10424,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10425,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10426,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10427,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10428,-1.0,0.0,-1.0,-0.7,9,4,attorney; litigation; demand; dispute,8,0,100.0
CLM-2022-10429,-1.0,0.0,-1.0,-0.7,6,3,attorney; fraud; escalate,0,0,41.0
CLM-2023-10430,1.0,0.0,0.0,0.25,0,1,dispute,0,0,7.5
CLM-2023-10431,0.0,0.0,0.0,0.0,13,5,attorney; litigation; sue; my attorney; dispute,9,0,100.0
CLM-2023-10432,0.0,0.0,0.0,0.0,0,0,,0,0,10.0
CLM-2023-10433,0.0,0.0,1.0,0.45,1,2,dispute; independent appraisal,0,0,9.5
CLM-2022-10434,0.0,0.0,1.0,0.45,1,1,no response,1,0,15.5
CLM-2023-10435,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10436,0.0,-1.0,-1.0,-0.75,2,1,attorney,0,1,35.5
CLM-2023-10437,0.0,0.0,0.0,0.0,0,1,dispute,0,0,10.0
CLM-2022-10438,0.0,0.0,-1.0,-0.45,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2022-10439,-1.0,0.0,1.0,0.2,5,3,attorney; fraud; escalate,0,0,28.0
CLM-2023-10440,-1.0,-1.0,-1.0,-1.0,12,5,attorney; litigation; demand; bad faith; escalate,8,1,100.0
CLM-2023-10441,0.0,0.0,1.0,0.45,1,2,dispute; independent appraisal,0,0,9.5
CLM-2024-10442,0.0,0.0,-1.0,-0.45,12,5,attorney; litigation; sue; demand; dispute,8,0,100.0
CLM-2022-10443,0.0,-1.0,1.0,0.15,3,2,attorney; dispute,0,1,30.5
CLM-2022-10444,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10445,0.0,0.0,1.0,0.45,3,3,no response; dispute; independent appraisal,1,0,23.5
CLM-2022-10446,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10447,-1.0,0.0,-1.0,-0.7,18,8,attorney; litigation; legal action; my attorney; unacceptable; bad faith; news; dispute,14,0,100.0
CLM-2023-10448,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2024-10449,0.0,-1.0,-1.0,-0.75,16,7,attorney; litigation; my attorney; demand; bad faith; escalate; dispute,13,1,100.0
CLM-2024-10450,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10451,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2024-10452,0.0,-1.0,1.0,0.15,2,2,attorney; dispute,0,1,26.5
CLM-2024-10453,0.0,0.0,1.0,0.45,2,2,doi complaint; dispute,0,0,13.5
CLM-2024-10454,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2024-10455,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2024-10456,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2024-10457,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2023-10458,-1.0,0.0,-1.0,-0.7,9,4,attorney; litigation; demand; dispute,8,0,100.0
CLM-2024-10459,0.0,0.0,0.0,0.0,14,5,attorney; litigation; sue; my attorney; demand,9,0,100.0
CLM-2022-10460,0.0,0.0,-1.0,-0.45,5,3,attorney; escalate; dispute,0,0,34.5
CLM-2022-10461,-1.0,0.0,0.0,-0.25,10,4,attorney; sue; my attorney; dispute,9,0,100.0
CLM-2023-10462,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2022-10463,0.0,-1.0,-1.0,-0.75,3,2,attorney; dispute,0,1,39.5
CLM-2024-10464,-1.0,0.0,0.0,-0.25,15,6,attorney; litigation; legal action; my attorney; demand; dispute,9,0,100.0
CLM-2023-10465,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10466,-1.0,-1.0,1.0,-0.1,4,2,attorney; fraud,0,1,37.0
CLM-2024-10467,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2022-10468,0.0,0.0,-1.0,-0.45,0,1,dispute,0,0,14.5
CLM-2024-10469,0.0,0.0,-1.0,-0.45,8,3,attorney; litigation; demand,8,0,94.5
CLM-2022-10470,0.0,0.0,0.0,0.0,14,5,attorney; litigation; legal action; my attorney; demand,9,0,100.0
CLM-2023-10471,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2022-10472,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10473,0.0,-1.0,-1.0,-0.75,7,4,attorney; escalate; dispute; independent appraisal,4,1,79.5
CLM-2024-10474,0.0,-1.0,-1.0,-0.75,12,5,attorney; litigation; demand; bad faith; escalate,8,1,100.0
CLM-2023-10475,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10476,0.0,-1.0,0.0,-0.3,18,7,attorney; litigation; sue; my attorney; demand; bad faith; escalate,9,1,100.0
CLM-2023-10477,-1.0,0.0,1.0,0.2,5,3,doi complaint; fraud; dispute,0,0,28.0
CLM-2023-10478,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10479,0.0,-1.0,-1.0,-0.75,12,5,attorney; litigation; demand; bad faith; escalate,8,1,100.0
CLM-2024-10480,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10481,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10482,-1.0,-1.0,-1.0,-1.0,25,11,attorney; litigation; legal action; sue; my attorney; unacceptable; demand; bad faith; news; escalate; dispute,14,1,100.0
CLM-2022-10483,0.0,0.0,-1.0,-0.45,15,7,attorney; legal action; my attorney; unacceptable; bad faith; news; dispute,14,0,100.0
CLM-2024-10484,-1.0,-1.0,0.0,-0.55,16,7,attorney; legal action; my attorney; doi complaint; bad faith; unreasonable; dispute,9,1,100.0
CLM-2024-10485,0.0,0.0,-1.0,-0.45,21,9,attorney; litigation; legal action; sue; my attorney; unacceptable; bad faith; news; dispute,14,0,100.0
CLM-2024-10486,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2024-10487,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10488,0.0,0.0,0.0,0.0,0,0,,0,0,10.0
CLM-2023-10489,0.0,0.0,-1.0,-0.45,4,2,attorney; escalate,0,0,30.5
CLM-2024-10490,0.0,0.0,-1.0,-0.45,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2024-10491,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2022-10492,-1.0,0.0,-1.0,-0.7,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2022-10493,0.0,0.0,-1.0,-0.45,4,3,escalate; dispute; independent appraisal,4,0,54.5
CLM-2022-10494,0.0,0.0,0.0,0.0,13,5,attorney; litigation; legal action; my attorney; dispute,9,0,100.0
CLM-2023-10495,0.0,-1.0,-1.0,-0.75,22,10,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; escalate; dispute,14,1,100.0
CLM-2022-10496,1.0,0.0,1.0,0.7,0,1,dispute,0,0,3.0
CLM-2022-10497,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2023-10498,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2022-10499,1.0,1.0,1.0,1.0,0,1,dispute,0,0,0.0
CLM-2022-10500,1.0,1.0,1.0,1.0,0,1,dispute,0,0,0.0
CLM-2022-10501,0.0,0.0,-1.0,-0.45,13,5,attorney; litigation; my attorney; demand; bad faith,13,0,100.0
CLM-2022-10502,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2022-10503,0.0,0.0,-1.0,-0.45,13,5,attorney; litigation; my attorney; demand; bad faith,13,0,100.0
CLM-2023-10504,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10505,0.0,-1.0,1.0,0.15,5,3,attorney; no response; dispute,1,1,44.5
CLM-2022-10506,0.0,0.0,1.0,0.45,3,2,attorney; escalate,0,0,17.5
CLM-2022-10507,-1.0,-1.0,-1.0,-1.0,19,8,attorney; litigation; sue; my attorney; demand; bad faith; escalate; dispute,13,1,100.0
CLM-2024-10508,0.0,0.0,0.0,0.0,10,4,attorney; legal action; my attorney; dispute,9,0,100.0
CLM-2023-10509,-1.0,0.0,0.0,-0.25,13,5,attorney; litigation; legal action; my attorney; dispute,9,0,100.0
CLM-2022-10510,-1.0,-1.0,-1.0,-1.0,13,6,attorney; litigation; demand; bad faith; escalate; dispute,8,1,100.0
CLM-2023-10511,0.0,-1.0,-1.0,-0.75,12,5,attorney; litigation; demand; bad faith; escalate,8,1,100.0
CLM-2024-10512,0.0,-1.0,-1.0,-0.75,16,7,attorney; litigation; my attorney; demand; bad faith; escalate; dispute,13,1,100.0
CLM-2022-10513,0.0,-1.0,-1.0,-0.75,7,4,attorney; escalate; dispute; independent appraisal,4,1,79.5
CLM-2024-10514,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2022-10515,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2022-10516,0.0,0.0,1.0,0.45,0,1,dispute,0,0,5.5
CLM-2024-10517,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2023-10518,0.0,-1.0,0.0,-0.3,18,7,attorney; litigation; sue; my attorney; demand; bad faith; escalate,9,1,100.0
CLM-2024-10519,-1.0,0.0,0.0,-0.25,13,5,attorney; litigation; sue; my attorney; dispute,9,0,100.0
CLM-2022-10520,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2023-10521,0.0,0.0,-1.0,-0.45,4,3,escalate; dispute; independent appraisal,4,0,54.5
CLM-2022-10522,0.0,0.0,-1.0,-0.45,14,6,attorney; litigation; my attorney; demand; bad faith; dispute,13,0,100.0
CLM-2022-10523,-1.0,0.0,0.0,-0.25,14,5,attorney; litigation; legal action; my attorney; demand,9,0,100.0
CLM-2024-10524,0.0,-1.0,-1.0,-0.75,21,9,attorney; litigation; legal action; my attorney; unacceptable; demand; bad faith; news; escalate,14,1,100.0
CLM-2023-10525,0.0,1.0,1.0,0.75,0,1,dispute,0,0,2.5
CLM-2022-10526,0.0,1.0,0.0,0.3,0,1,dispute,0,0,7.0
CLM-2022-10527,0.0,0.0,1.0,0.45,0,0,,0,0,5.5
CLM-2023-10528,0.0,-1.0,-1.0,-0.75,18,8,attorney; legal action; my attorney; doi complaint; unacceptable; bad faith; news; unreasonable,14,1,100.0
